id_hcn,site,date_int_ref,DATE_INIT_ASSESS,OUTCOME_CATEGORY_DESC
1717c,c,2012-08-19,2012-08-23,e
14027c,j,2013-12-23,2013-12-28,i
1613c,a,2017-03-22,2017-03-30,j
3287,e,2020-03-18,2020-03-29,h
606c,b,2017-04-19,2017-05-02,f
1423c,a,2019-05-25,2019-06-04,b
2998,g,2014-12-15,2014-12-22,d
722c,c,2019-01-22,2019-01-27,c
8321,d,2018-01-09,2018-01-28,f
13713c,f,2015-10-15,2015-11-04,g
8546c,g,2019-12-27,2019-12-29,f
4861,a,2018-04-07,2018-04-14,h
5578,g,2014-01-31,2014-02-14,a
8148c,a,2020-08-03,2020-08-22,g
8003c,h,2018-05-04,2018-05-22,i
6830,i,2010-11-08,2010-11-25,b
58,i,2018-10-11,2018-10-24,g
4538,j,2019-08-08,2019-08-09,i
2349,i,2015-08-15,2015-08-17,f
932c,h,2021-09-24,2021-09-27,i
5115c,a,2014-02-26,2014-03-06,e
9032c,f,2012-06-08,2012-06-19,g
7330,f,2012-06-25,2012-06-26,g
11899c,a,2012-02-18,2012-02-19,b
4092,b,2011-09-17,2011-09-26,e
13397c,e,2022-06-16,2022-06-21,b
14077c,e,2020-06-07,2020-06-09,g
9975c,d,2021-08-12,2021-08-17,e
2924,b,2012-12-28,2013-01-07,c
1338,h,2020-11-04,2020-11-20,i
11712c,a,2016-09-21,2016-09-26,e
6436,h,2020-06-13,2020-06-17,e
11782c,f,2013-02-11,2013-02-28,g
6070c,i,2011-06-28,2011-07-10,a
7736c,g,2021-10-22,2021-10-31,e
8589c,a,2020-04-17,2020-05-03,c
1818,d,2021-12-15,2022-01-04,e
4504c,j,2017-06-30,2017-07-07,j
8192,a,2021-12-05,2021-12-25,c
2476,g,2020-06-25,2020-06-29,a
2714c,c,2012-02-22,2012-02-29,c
14328c,c,2020-11-09,2020-11-19,d
5601c,i,2015-10-17,2015-11-06,j
7230c,f,2011-01-28,2011-01-29,h
8243c,c,2022-10-10,2022-10-18,g
3836,a,2017-06-21,2017-06-27,f
1885c,g,2016-05-08,2016-05-14,f
2073c,c,2019-05-31,2019-06-20,h
1409,i,2014-12-03,2014-12-19,g
1755c,a,2021-06-01,2021-06-07,e
10399c,c,2012-04-30,2012-05-03,g
5380,j,2018-06-30,2018-07-07,b
7556,i,2020-11-21,2020-11-24,g
7159c,a,2016-05-24,2016-06-06,g
1164,c,2010-03-21,2010-03-28,c
8722c,b,2012-07-09,2012-07-26,g
2088c,j,2015-01-08,2015-01-14,f
5994,b,2018-01-18,2018-02-06,d
9234c,f,2011-08-26,2011-09-15,f
3962,a,2018-04-03,2018-04-22,h
8296c,j,2020-12-11,2020-12-29,h
5551,a,2012-02-22,2012-03-10,f
13454c,g,2015-07-01,2015-07-02,h
11467c,j,2018-09-29,2018-10-15,b
5833,b,2021-03-01,2021-03-19,d
4365c,d,2022-02-13,2022-02-21,d
4032c,g,2017-07-23,2017-08-11,g
4251c,h,2015-09-03,2015-09-23,f
1810c,h,2022-01-27,2022-02-13,a
5223,e,2013-11-09,2013-11-13,c
4934c,i,2018-12-29,2019-01-17,i
9100c,c,2020-03-12,2020-03-13,h
3636c,i,2013-03-12,2013-03-30,i
3548,i,2013-06-10,2013-06-23,e
3600,h,2017-12-21,2017-12-30,a
4046c,b,2019-05-04,2019-05-20,f
14111c,h,2013-09-11,2013-09-24,f
8570c,h,2018-07-22,2018-07-28,f
4580c,e,2018-10-17,2018-11-03,i
1308c,c,2019-02-14,2019-03-05,f
3661,b,2010-03-31,2010-04-04,c
10002c,b,2022-09-24,2022-09-28,b
7759c,e,2019-07-15,2019-07-27,j
9008,j,2011-04-28,2011-05-07,g
14761c,e,2014-09-27,2014-10-06,d
14254c,d,2022-04-14,2022-05-02,c
3316,c,2020-07-17,2020-07-28,c
2850,b,2012-01-22,2012-02-04,a
9177c,b,2011-07-26,2011-07-31,c
8156,b,2017-03-13,2017-03-27,i
7678,h,2010-03-25,2010-04-02,e
1570,b,2013-12-13,2013-12-15,g
3767c,a,2016-12-08,2016-12-17,e
9429,d,2012-03-03,2012-03-10,d
4334c,g,2012-07-11,2012-07-28,c
1029,g,2021-01-10,2021-01-27,g
10328c,h,2012-06-22,2012-07-11,j
4036,g,2022-11-15,2022-12-04,i
11188c,f,2021-03-16,2021-03-20,a
1591c,f,2016-01-03,2016-01-12,b
532c,g,2012-12-19,2012-12-24,i
7733c,a,2021-11-09,2021-11-10,i
7161c,d,2017-02-14,2017-02-21,d
194,a,2013-05-05,2013-05-12,f
6015,g,2017-10-03,2017-10-21,g
10254c,j,2017-08-30,2017-09-01,a
14390c,g,2018-09-15,2018-09-24,f
9931,d,2022-12-01,2022-12-13,h
13176c,b,2020-03-16,2020-03-29,d
2029c,c,2019-09-03,2019-09-17,f
8678c,e,2012-09-04,2012-09-13,b
7853c,f,2013-07-21,2013-07-29,a
8436,b,2018-03-12,2018-03-18,a
4721,g,2020-02-21,2020-02-22,b
9587,d,2011-07-11,2011-07-20,j
1559c,e,2013-11-15,2013-11-21,g
9950c,b,2011-05-16,2011-05-26,i
5488c,g,2010-01-29,2010-01-31,i
8950,j,2011-01-20,2011-02-05,a
11303c,b,2016-02-24,2016-03-14,e
8313,j,2010-11-02,2010-11-15,c
11748c,f,2014-05-15,2014-06-04,d
2381c,c,2014-12-15,2014-12-29,g
4237,e,2019-09-03,2019-09-17,e
14973c,j,2021-10-27,2021-11-15,e
7478c,d,2011-02-27,2011-03-11,a
57,c,2012-12-16,2012-12-29,f
3734c,g,2022-04-01,2022-04-06,j
5808c,i,2020-01-05,2020-01-16,c
1123c,d,2010-08-20,2010-09-08,b
5257,f,2010-08-19,2010-09-08,i
3460,f,2020-08-16,2020-09-05,j
9471c,g,2011-10-28,2011-11-04,e
6969,f,2011-12-12,2011-12-28,h
8644c,f,2017-11-05,2017-11-12,i
852c,d,2020-11-04,2020-11-17,h
430c,b,2014-11-25,2014-12-02,j
13169c,c,2020-03-21,2020-03-22,f
8858,h,2022-10-12,2022-10-21,i
6892c,a,2017-01-23,2017-01-26,d
8608,e,2012-09-09,2012-09-24,h
11916c,d,2011-09-03,2011-09-16,a
4604c,i,2012-01-02,2012-01-11,d
9469c,a,2016-03-05,2016-03-25,e
4940,d,2019-05-07,2019-05-24,j
4179,f,2010-12-23,2011-01-06,g
5077c,j,2017-04-21,2017-05-06,i
7343,e,2010-01-20,2010-01-21,a
5097,d,2012-01-29,2012-02-10,b
8679c,h,2019-08-08,2019-08-09,a
4410c,g,2011-05-14,2011-06-02,a
12920c,e,2021-04-09,2021-04-18,g
6694c,j,2013-08-04,2013-08-21,f
1367,c,2022-11-20,2022-11-22,e
5828c,e,2011-03-12,2011-03-26,j
3351c,d,2010-03-11,2010-03-15,g
2016c,f,2020-07-14,2020-07-23,d
9832,i,2013-03-08,2013-03-11,j
2607c,g,2010-05-18,2010-05-22,b
2354c,h,2018-10-22,2018-10-30,f
6762,j,2016-01-05,2016-01-09,e
3186c,g,2016-03-20,2016-03-27,g
7675,f,2021-02-14,2021-02-25,d
8257c,a,2016-11-28,2016-12-07,b
5125c,f,2015-06-20,2015-07-03,f
2075c,i,2011-03-05,2011-03-09,e
3007,j,2018-09-27,2018-09-29,c
13398c,e,2021-09-10,2021-09-16,a
3645c,g,2014-06-04,2014-06-22,a
10676c,f,2016-01-14,2016-01-27,c
1208,e,2019-05-01,2019-05-21,d
866c,h,2018-01-25,2018-02-02,h
10330c,d,2015-07-08,2015-07-17,g
215c,i,2014-10-23,2014-10-29,j
6620,h,2013-09-05,2013-09-16,f
4409c,g,2017-07-08,2017-07-26,d
8119,j,2010-11-14,2010-11-16,b
3633,g,2016-05-28,2016-06-11,f
10429c,a,2020-08-15,2020-08-26,b
546c,c,2011-11-19,2011-11-25,e
8015c,g,2014-01-22,2014-02-03,i
13681c,g,2020-03-19,2020-03-21,e
12283c,a,2021-05-29,2021-06-02,h
2182,h,2015-09-21,2015-09-25,d
2281c,a,2022-06-01,2022-06-10,d
1395c,f,2010-05-12,2010-05-17,c
10017c,j,2021-01-21,2021-02-04,i
1139c,g,2010-05-25,2010-06-08,f
8091c,j,2011-02-13,2011-02-22,f
13069c,e,2011-01-06,2011-01-25,b
6675,j,2014-04-16,2014-04-25,e
5776c,h,2012-01-12,2012-01-21,b
1545c,c,2012-11-08,2012-11-26,g
3272c,j,2014-03-14,2014-03-17,e
11951c,c,2021-12-31,2022-01-01,h
7933c,c,2017-06-28,2017-07-03,c
9093c,i,2020-10-29,2020-11-12,g
1172,j,2016-08-02,2016-08-12,c
12305c,f,2010-09-12,2010-09-29,c
312,i,2015-12-07,2015-12-14,d
716,d,2010-03-24,2010-03-29,g
953c,g,2014-09-22,2014-09-25,b
8581,j,2011-02-09,2011-02-22,f
7016,c,2020-02-22,2020-03-12,b
6426c,b,2021-06-24,2021-06-29,c
7817,i,2016-11-16,2016-12-01,f
4099c,g,2022-03-01,2022-03-03,c
1240,b,2012-01-16,2012-01-19,h
13359c,j,2010-12-17,2010-12-31,a
1462c,h,2014-03-12,2014-03-30,c
4160c,h,2016-09-01,2016-09-11,g
3446,d,2016-07-09,2016-07-25,d
9269c,f,2012-10-28,2012-10-31,e
9602,f,2014-05-29,2014-06-02,g
3225c,d,2019-07-30,2019-07-31,c
7183c,e,2011-11-05,2011-11-24,f
10367c,e,2019-07-19,2019-07-29,e
3640,d,2021-04-27,2021-05-06,f
653c,d,2016-09-14,2016-09-19,i
12031c,h,2017-03-18,2017-03-31,g
9987c,e,2019-04-19,2019-04-29,h
415c,e,2018-07-23,2018-07-30,i
6532c,e,2020-03-02,2020-03-05,e
7528,e,2021-07-13,2021-07-26,g
9419c,a,2022-03-05,2022-03-15,f
1363,a,2018-07-09,2018-07-10,b
2394c,d,2020-06-01,2020-06-13,a
2068c,f,2016-05-30,2016-06-16,h
6340c,d,2021-02-18,2021-02-25,g
2655c,a,2018-03-11,2018-03-14,g
2716,g,2022-04-19,2022-05-06,d
13107c,b,2017-07-20,2017-07-30,b
14721c,d,2016-10-21,2016-11-09,h
8097c,j,2017-08-17,2017-08-20,d
14399c,c,2013-12-17,2013-12-26,a
5365c,b,2015-06-16,2015-06-20,h
1651c,j,2014-08-13,2014-08-28,g
9695,g,2018-03-18,2018-04-02,c
1914c,g,2017-11-03,2017-11-13,g
9591c,g,2016-05-20,2016-05-26,i
329c,j,2020-05-14,2020-05-24,a
7338c,i,2021-09-23,2021-09-26,a
9288,c,2021-01-12,2021-01-18,a
14209c,j,2015-05-06,2015-05-10,i
6438,b,2020-08-01,2020-08-14,e
3212,j,2017-09-04,2017-09-12,j
2271c,c,2015-02-01,2015-02-04,e
11113c,i,2015-09-08,2015-09-23,f
7638c,c,2014-12-25,2015-01-02,b
14820c,j,2010-08-06,2010-08-14,d
822,i,2022-08-03,2022-08-10,i
8654,i,2018-12-02,2018-12-07,j
3351c,j,2015-10-10,2015-10-19,d
6153c,i,2011-09-18,2011-10-04,j
1531c,a,2010-08-10,2010-08-12,f
11346c,e,2022-11-26,2022-12-15,g
8939,j,2012-10-17,2012-10-30,f
178c,b,2010-03-24,2010-04-10,f
14280c,a,2017-01-26,2017-02-15,d
7030,c,2018-11-28,2018-11-29,d
2864c,j,2016-05-12,2016-05-27,f
7099,i,2017-01-09,2017-01-16,h
14606c,d,2020-07-03,2020-07-17,j
664c,d,2014-01-12,2014-01-15,c
681,b,2015-09-12,2015-10-01,b
13182c,d,2020-04-12,2020-04-21,e
253c,a,2011-04-18,2011-04-26,b
5483c,h,2019-12-10,2019-12-19,e
8219c,g,2011-11-30,2011-12-10,a
8575c,j,2015-10-24,2015-10-26,g
4812c,g,2016-06-05,2016-06-23,j
9575,h,2020-09-03,2020-09-10,j
97,j,2017-06-15,2017-06-17,i
4201c,e,2013-07-30,2013-08-08,b
7012,j,2014-03-28,2014-04-17,d
2639c,j,2022-06-01,2022-06-12,d
14193c,f,2015-01-19,2015-01-30,e
13528c,j,2012-05-04,2012-05-07,a
5052c,h,2017-09-22,2017-10-09,h
9666,h,2012-09-03,2012-09-17,j
13795c,j,2020-04-13,2020-04-14,a
4388,i,2021-11-14,2021-11-21,j
1430,f,2018-03-30,2018-04-03,j
3690,f,2018-11-12,2018-11-28,g
7460,j,2011-01-26,2011-02-01,h
9498,b,2017-03-21,2017-04-10,j
4350c,i,2014-09-05,2014-09-21,b
3298c,a,2017-02-07,2017-02-18,f
3336c,i,2022-11-25,2022-12-15,c
6919c,f,2010-01-09,2010-01-27,j
8510c,a,2013-06-26,2013-07-09,j
882,f,2022-05-31,2022-06-16,b
12370c,j,2022-05-11,2022-05-23,a
11585c,b,2014-01-20,2014-02-07,d
13545c,i,2019-01-23,2019-02-01,c
7095,g,2020-05-10,2020-05-29,e
5452c,f,2018-04-24,2018-05-09,d
6645c,f,2017-11-22,2017-12-06,c
1060c,d,2014-10-06,2014-10-23,g
2911,f,2013-09-22,2013-10-08,e
6113c,h,2013-08-03,2013-08-13,c
1882c,d,2013-03-10,2013-03-20,f
1270c,d,2018-11-06,2018-11-17,e
3033,i,2019-03-21,2019-04-05,e
4165,i,2014-08-09,2014-08-11,g
6797,g,2020-11-06,2020-11-21,c
113c,i,2017-09-27,2017-10-14,f
2983,c,2015-07-29,2015-08-07,f
3210c,i,2014-01-09,2014-01-16,d
4105c,h,2011-04-19,2011-05-04,d
13190c,j,2018-01-19,2018-02-02,e
10907c,i,2020-08-30,2020-08-31,b
6819c,g,2021-05-24,2021-06-01,a
1980c,c,2021-04-01,2021-04-09,e
934,d,2022-08-04,2022-08-12,g
3372c,h,2017-12-11,2017-12-15,g
7052c,g,2017-06-20,2017-07-07,e
1823,b,2022-11-20,2022-11-25,f
2787c,a,2013-07-06,2013-07-21,d
1411,f,2010-12-07,2010-12-24,d
940,c,2015-03-30,2015-04-05,b
4126,h,2019-10-28,2019-11-08,a
1022,i,2012-06-02,2012-06-16,d
9321,d,2010-10-30,2010-11-09,h
6656c,d,2014-05-22,2014-06-09,g
14630c,d,2022-01-28,2022-02-03,d
3956,j,2019-03-08,2019-03-14,c
3905c,e,2018-03-25,2018-04-11,f
4765,h,2016-03-12,2016-03-24,i
9714c,h,2013-05-14,2013-05-30,d
2258,b,2021-12-16,2021-12-21,j
4970,j,2019-11-11,2019-11-19,b
657,h,2013-10-31,2013-11-18,c
9427c,h,2010-08-06,2010-08-10,j
12680c,h,2013-09-07,2013-09-21,f
2936,e,2010-09-05,2010-09-20,d
152c,b,2014-12-01,2014-12-14,b
566,d,2012-12-06,2012-12-21,j
10081c,i,2016-09-14,2016-10-01,d
6850c,c,2013-09-04,2013-09-19,g
2183c,f,2020-09-12,2020-10-02,h
3724,f,2010-10-14,2010-10-17,i
2990,c,2015-01-18,2015-01-26,e
1937,g,2013-07-15,2013-08-02,f
10899c,i,2011-12-09,2011-12-21,i
4156,e,2021-04-27,2021-04-30,a
9928,h,2017-05-19,2017-06-08,c
5275c,a,2014-09-16,2014-09-26,b
11707c,i,2012-04-28,2012-05-12,f
12533c,c,2011-12-19,2011-12-24,f
10429c,a,2018-05-31,2018-06-20,a
3567c,g,2013-01-15,2013-01-29,b
7866,i,2018-07-06,2018-07-20,i
3502c,h,2012-03-21,2012-03-31,i
8715,f,2020-04-20,2020-05-06,e
1851c,a,2017-06-23,2017-06-26,f
5234c,c,2019-07-15,2019-08-03,e
13972c,g,2019-09-26,2019-10-09,i
6378c,g,2019-03-05,2019-03-20,a
4755,d,2016-11-30,2016-12-20,e
1776c,f,2010-02-20,2010-03-02,j
14903c,e,2013-03-24,2013-03-29,h
4923,d,2011-07-23,2011-08-02,h
4936c,j,2011-09-09,2011-09-12,f
13466c,f,2022-12-18,2023-01-04,i
13409c,a,2021-05-02,2021-05-21,g
2432,b,2020-07-06,2020-07-11,i
5999,i,2013-04-04,2013-04-05,c
9961,e,2010-01-27,2010-02-08,a
7949,h,2016-10-20,2016-11-06,h
8343c,c,2017-01-19,2017-01-23,g
1718,j,2021-07-10,2021-07-18,e
7068,a,2013-05-19,2013-05-24,g
1184c,h,2013-12-14,2013-12-17,d
20,j,2014-06-03,2014-06-13,j
298,a,2012-02-12,2012-02-19,c
14669c,a,2017-11-27,2017-12-11,g
1228c,c,2022-09-10,2022-09-20,j
5245,e,2021-07-14,2021-07-16,h
1950,e,2014-08-02,2014-08-10,i
12331c,b,2011-02-11,2011-02-16,b
2726c,g,2015-10-05,2015-10-16,c
9345c,h,2012-05-25,2012-06-06,c
3773,b,2022-11-21,2022-12-05,c
12291c,h,2016-01-26,2016-02-10,h
6665,e,2012-11-11,2012-11-24,b
696c,j,2021-08-15,2021-08-22,d
2817c,a,2016-05-30,2016-06-11,h
6139c,g,2020-02-14,2020-02-19,j
860c,i,2015-02-13,2015-02-17,b
12060c,e,2012-07-06,2012-07-17,f
9186,c,2012-11-03,2012-11-10,g
8764c,d,2011-02-04,2011-02-15,h
560c,e,2021-08-20,2021-08-27,f
1251c,i,2013-10-31,2013-11-11,e
3452c,d,2015-02-07,2015-02-22,e
9332c,b,2015-12-11,2015-12-31,b
11319c,i,2018-12-24,2019-01-11,a
4860,a,2016-06-10,2016-06-15,i
12811c,i,2017-05-07,2017-05-18,f
13900c,h,2020-04-03,2020-04-05,b
4222c,e,2013-12-03,2013-12-10,b
9574,j,2012-03-11,2012-03-16,d
7451c,e,2022-12-19,2022-12-20,j
4839,a,2022-10-20,2022-10-28,e
5808,b,2022-05-28,2022-06-16,i
5398c,h,2010-12-02,2010-12-17,e
7497c,c,2018-07-21,2018-08-06,c
1505c,a,2016-06-16,2016-06-25,f
2590,b,2017-09-02,2017-09-20,j
3131,e,2017-02-26,2017-03-13,c
7983c,c,2010-03-17,2010-04-01,g
2238,i,2018-10-29,2018-11-17,c
910c,h,2018-07-10,2018-07-18,e
3007,c,2012-09-06,2012-09-22,a
12471c,j,2012-05-15,2012-05-28,i
9289c,g,2014-03-24,2014-03-30,i
3386,f,2011-08-20,2011-08-21,a
4337,d,2015-10-12,2015-10-30,j
10627c,c,2020-08-22,2020-09-09,i
2401c,c,2022-06-01,2022-06-16,h
701,j,2012-03-09,2012-03-19,g
1607c,a,2022-08-02,2022-08-15,d
3537c,f,2017-01-03,2017-01-20,a
4813,b,2012-05-26,2012-06-02,a
7508c,b,2016-07-13,2016-07-20,d
1723c,d,2018-02-08,2018-02-18,i
4193,d,2022-08-11,2022-08-27,h
12726c,e,2017-07-09,2017-07-16,h
7785c,d,2022-06-17,2022-06-24,h
9608,c,2014-05-22,2014-05-28,c
2418,c,2014-08-15,2014-08-23,j
4948c,h,2010-06-18,2010-07-07,g
4123c,b,2020-12-22,2021-01-02,j
5270c,c,2015-08-26,2015-08-31,d
9343,d,2014-04-30,2014-05-05,h
604,b,2012-05-12,2012-05-14,c
2105,c,2015-04-13,2015-04-16,j
2861c,g,2014-06-12,2014-06-19,d
2310,i,2021-04-23,2021-04-26,j
3286c,c,2022-04-02,2022-04-06,a
3097c,f,2019-09-07,2019-09-16,d
3920c,g,2022-02-13,2022-02-19,j
5911,c,2016-09-01,2016-09-12,f
774c,h,2015-09-23,2015-09-30,b
11882c,d,2013-10-30,2013-11-02,i
6464c,d,2021-10-30,2021-11-09,i
10514c,a,2020-11-06,2020-11-22,b
10054c,j,2015-11-29,2015-12-03,i
6610c,b,2019-05-21,2019-06-02,d
3642c,b,2016-12-31,2017-01-13,e
7925,e,2012-05-02,2012-05-14,h
4563c,b,2021-06-19,2021-07-08,d
13616c,b,2014-02-12,2014-02-15,i
4019,g,2013-04-01,2013-04-05,e
8642c,c,2011-12-24,2011-12-31,a
14268c,e,2012-07-06,2012-07-07,d
5969c,a,2018-01-08,2018-01-15,b
6298c,j,2021-08-27,2021-08-28,b
8548,b,2022-08-14,2022-09-03,h
833c,a,2019-03-25,2019-04-01,j
2759,i,2010-06-18,2010-06-30,g
9033,j,2010-03-03,2010-03-05,i
2525,a,2022-09-12,2022-10-02,i
4079c,f,2018-11-24,2018-12-10,h
3337c,a,2021-06-21,2021-06-30,b
7421c,d,2016-08-09,2016-08-15,a
4147,h,2019-06-25,2019-07-15,h
13460c,g,2012-12-06,2012-12-08,e
10728c,b,2019-08-13,2019-08-18,a
2668c,f,2021-11-04,2021-11-16,j
4290,g,2021-11-08,2021-11-10,h
3408c,g,2010-08-07,2010-08-16,j
4161c,e,2021-01-31,2021-02-10,f
9798,i,2012-11-22,2012-11-23,i
7041c,f,2010-03-04,2010-03-09,e
2943,a,2013-07-09,2013-07-28,h
12811c,b,2013-02-28,2013-03-08,d
8932c,c,2017-12-22,2017-12-25,e
3447c,a,2017-03-30,2017-04-08,a
12660c,f,2010-07-30,2010-08-12,c
3919,d,2010-08-24,2010-09-04,b
470c,b,2020-02-21,2020-03-06,f
4646,e,2022-05-19,2022-05-20,a
5373,d,2011-08-18,2011-09-03,d
6206c,i,2017-06-22,2017-06-28,j
3355,i,2014-05-24,2014-06-11,f
4383c,b,2012-11-03,2012-11-14,b
5686c,i,2021-12-19,2022-01-01,b
2327c,e,2014-04-05,2014-04-14,a
8320,a,2018-08-20,2018-08-28,j
10651c,d,2015-12-12,2015-12-26,e
13760c,h,2015-05-22,2015-06-04,e
661,g,2021-11-13,2021-12-01,d
4751,h,2014-01-15,2014-02-02,f
6755c,c,2020-01-05,2020-01-23,j
5949,j,2022-06-09,2022-06-23,b
7788c,d,2017-04-10,2017-04-21,h
4054,c,2019-05-06,2019-05-12,e
11465c,g,2020-07-07,2020-07-10,e
6718,d,2010-07-27,2010-08-09,h
1908c,g,2013-11-22,2013-12-04,e
3255,e,2018-04-22,2018-05-08,f
12966c,i,2013-08-12,2013-08-28,c
7653,g,2013-08-14,2013-09-02,f
4850c,h,2018-04-04,2018-04-11,f
1208c,e,2020-02-28,2020-03-07,c
10493c,c,2016-12-15,2016-12-28,d
3109,h,2020-10-17,2020-10-21,f
4035c,i,2011-05-27,2011-06-14,d
6870,g,2020-08-13,2020-08-17,e
12738c,a,2019-02-04,2019-02-12,j
11849c,i,2018-05-29,2018-05-30,c
8626c,h,2014-07-28,2014-08-09,e
7250c,i,2018-04-17,2018-04-28,e
846c,h,2013-06-18,2013-06-26,a
2420,g,2019-06-23,2019-07-02,j
1125c,d,2011-12-02,2011-12-21,h
203,e,2016-06-25,2016-06-29,e
9183c,b,2022-10-04,2022-10-14,a
4404c,b,2017-02-17,2017-02-19,f
6967,h,2022-01-07,2022-01-08,a
3492c,h,2016-12-18,2016-12-27,i
994c,j,2022-09-25,2022-10-09,j
13194c,a,2016-11-21,2016-12-09,e
4844c,c,2010-09-05,2010-09-07,f
8854,a,2016-10-29,2016-11-17,f
628c,f,2014-10-22,2014-10-27,a
1258c,i,2010-10-03,2010-10-11,a
13659c,h,2018-05-06,2018-05-08,g
3217,g,2013-09-01,2013-09-04,c
7987,b,2012-09-01,2012-09-02,i
2356,f,2021-05-30,2021-06-09,e
4460,i,2014-10-09,2014-10-23,f
11654c,h,2017-09-15,2017-09-19,a
1082,c,2014-08-01,2014-08-13,j
13142c,h,2016-02-15,2016-03-04,h
8475,j,2017-01-25,2017-02-03,a
4468,i,2013-12-18,2013-12-19,d
5628c,j,2021-08-29,2021-09-18,g
5674,g,2020-05-19,2020-05-22,f
7109c,f,2011-09-28,2011-10-10,e
6655c,j,2022-11-24,2022-11-26,a
6011,d,2013-11-13,2013-11-18,d
3961,g,2020-06-30,2020-07-14,h
4078c,i,2020-04-15,2020-04-19,d
986c,c,2014-10-21,2014-10-30,j
11243c,a,2011-02-13,2011-02-16,g
14012c,i,2021-02-08,2021-02-20,g
3093c,e,2014-05-10,2014-05-19,b
9469c,b,2022-11-15,2022-12-01,g
3056c,b,2018-10-20,2018-11-08,j
12924c,d,2018-11-12,2018-11-25,a
7502c,i,2019-12-30,2020-01-07,c
4108,d,2011-03-28,2011-04-05,a
270c,c,2012-10-09,2012-10-10,e
4447c,i,2015-12-30,2016-01-13,b
11080c,g,2012-11-29,2012-12-09,j
8682c,g,2011-05-30,2011-06-11,i
8417c,c,2021-04-13,2021-04-24,i
8084c,h,2017-06-18,2017-07-04,h
6010,g,2017-05-20,2017-06-01,b
710c,f,2014-09-22,2014-10-02,e
86,j,2010-02-13,2010-02-21,i
8886,g,2015-10-01,2015-10-10,b
4611,i,2021-08-30,2021-09-14,a
8007,g,2020-06-24,2020-06-30,b
9649,i,2014-11-04,2014-11-07,c
1064c,a,2010-11-17,2010-11-28,b
7788c,i,2011-11-17,2011-12-02,h
1043c,f,2011-05-23,2011-05-31,a
7086c,j,2020-02-03,2020-02-21,h
11584c,a,2015-04-16,2015-04-22,e
8653c,f,2019-07-15,2019-07-29,d
7823,c,2011-05-24,2011-06-05,f
3134,f,2020-11-03,2020-11-20,f
9880c,a,2011-04-10,2011-04-11,f
730c,h,2010-07-17,2010-07-26,e
7977c,c,2011-09-20,2011-09-28,d
13485c,j,2015-03-20,2015-04-07,g
10012c,d,2014-11-20,2014-11-23,e
8895,j,2020-10-06,2020-10-09,h
3690,h,2014-10-10,2014-10-27,i
7405,h,2017-03-25,2017-04-11,i
4583c,j,2011-05-23,2011-06-02,d
6067c,a,2011-07-09,2011-07-13,c
6474c,f,2016-10-19,2016-10-21,j
848,d,2015-01-15,2015-01-23,c
6755c,g,2021-03-02,2021-03-09,i
3379c,j,2011-08-21,2011-08-27,h
5895c,j,2018-12-16,2019-01-03,a
13608c,f,2019-10-16,2019-10-31,a
64,b,2020-02-21,2020-03-06,e
6857,j,2017-09-15,2017-09-30,j
4428,a,2022-04-23,2022-05-05,e
9601,e,2012-07-01,2012-07-03,j
1305,j,2013-03-20,2013-04-01,c
5105,j,2013-09-21,2013-09-28,b
1687,b,2010-12-03,2010-12-05,c
8115,e,2019-10-07,2019-10-25,h
4536,i,2016-01-08,2016-01-10,j
14492c,a,2019-11-18,2019-11-30,a
9957,i,2017-04-28,2017-05-18,a
8582,g,2010-01-29,2010-02-15,f
7481,b,2010-04-05,2010-04-24,j
1050c,a,2016-09-24,2016-10-11,a
12655c,h,2013-11-26,2013-12-01,f
11298c,i,2015-12-30,2016-01-07,i
11318c,f,2020-04-12,2020-04-27,i
1657c,h,2012-07-24,2012-08-03,c
11464c,a,2014-11-12,2014-11-22,b
365,c,2017-08-14,2017-08-27,j
8666,h,2022-08-14,2022-08-19,g
9759,d,2021-04-27,2021-05-11,j
14957c,j,2011-07-29,2011-08-12,d
6615,e,2015-05-04,2015-05-16,f
9255,d,2014-04-04,2014-04-19,c
13134c,h,2016-08-08,2016-08-21,j
9962c,h,2011-04-11,2011-04-22,b
1285,e,2010-03-31,2010-04-05,c
1611c,d,2018-03-28,2018-03-29,f
3007c,a,2019-01-08,2019-01-27,j
9534c,b,2013-08-18,2013-08-30,b
5656,a,2022-03-04,2022-03-07,e
9464,f,2021-11-20,2021-12-07,j
3210,e,2020-01-12,2020-01-31,g
7161,b,2010-06-17,2010-06-18,j
10115c,f,2010-01-23,2010-01-28,a
7195c,g,2019-12-16,2020-01-04,b
5933,e,2014-01-19,2014-01-31,b
8786,b,2010-08-26,2010-09-04,c
9771,g,2012-08-27,2012-09-02,b
11631c,i,2021-08-16,2021-08-29,a
9516,f,2021-10-30,2021-11-02,c
6329,i,2013-01-30,2013-02-03,j
3898c,b,2010-11-05,2010-11-19,d
10769c,b,2016-08-03,2016-08-14,f
6884,f,2013-08-26,2013-08-27,i
2562,h,2020-05-14,2020-05-25,g
7007c,f,2016-06-23,2016-06-26,j
9166c,b,2018-03-10,2018-03-22,g
9936,g,2014-11-09,2014-11-13,a
243c,g,2022-04-04,2022-04-09,e
6325,d,2014-09-20,2014-10-04,d
7302c,c,2017-07-02,2017-07-18,j
5420,e,2020-12-09,2020-12-15,i
7083,d,2019-06-19,2019-07-09,b
3965c,g,2013-08-19,2013-09-01,j
